NCID,NameC,NameE,NameF,Pinyin,PYA,Strokes,Description,ICF2,IDF2,TF2,MAX2,Boy,Girl,ScoreC,ScoreMax,ScoreAvg,ScoreMin,ScoreStd,IsFree
5142,紫轩,紫,轩,Zi Xuan,ZX,19,诗词，肃肃仰紫轩。,466,1242,11305,843,0.4334,0.5666,81,96,86,77,5.1272,101
4211,诗怡,诗,怡,Shi Yi,SY,16,诗词，诗书自怡。,382,1241,13570,873,0.0662,0.9338,83,96,88,79,4.8977,101
5707,梦林,梦,林,Meng Lin,ML,19,诗词，日落云梦林。,401,1239,10240,793,0.3868,0.6132,82,96,87,77,5.0488,101
6171,梦月,梦,月,Meng Yue,MY,15,诗词，春山如梦月如魂。,408,1235,9521,620,0.0224,0.9776,80,95,85,77,4.812,101
5701,文馨,文,馨,Wen Xin,WX,24,诗词，文字余芳馨。,386,1234,10279,1977,0.1281,0.8719,82,96,89,80,4.8994,101
4566,欣宜,欣,宜,Xin Yi,XY,16,诗词，忽欣家报到宜时。,436,1233,12610,1061,0.1624,0.8376,83,96,88,79,4.5114,101
3878,诗语,诗,语,Shi Yu,SY,17,诗词，诗语惊人笔益奇。,420,1219,14629,1521,0.2497,0.7503,80,96,87,79,4.3237,101
4758,雨蒙,雨,蒙,Yu Meng,YM,21,诗词，烟雨蒙蒙。,400,1219,12054,1003,0.1418,0.8582,78,96,86,79,4.1993,101
5621,斐然,斐,然,Fei Ran,FR,24,成语，成绩斐然。,355,1214,10430,795,0.2256,0.7744,77,92,80,75,3.4539,100
5156,昕怡,昕,怡,Xin Yi,XY,16,诗词，昕莫怡过从。,373,1213,11282,877,0.0394,0.9606,83,96,88,79,4.2122,10
6361,欣茹,欣,茹,Xin Ru,XR,17,诗词，进始欣连茹。,397,1211,9271,638,0.0077,0.9923,81,96,87,79,4.8554,101
7193,静如,静,如,Jing Ru,JR,20,诗词，菱叶荷花静如拭。,375,1211,8268,516,0.1279,0.8721,80,96,87,78,4.8222,100
5300,馨雨,馨,雨,Xin Yu,XY,28,诗词，风自温馨雨自新。,450,1210,11022,1003,0.0393,0.9607,81,96,88,78,4.346,101
6549,佳晨,佳,晨,Jia Chen,JC,19,诗词，佳客如晨星。,368,1199,9037,587,0.294,0.706,81,96,89,79,4.922,101
4660,诗瑶,诗,瑶,Shi Yao,SY,22,诗词，新诗字字比琼瑶。,368,1196,12327,1165,0.0735,0.9265,81,96,87,79,4.9875,101
6664,欣月,欣,月,Xin Yue,XY,12,诗词，草木欣荣日月光。,432,1188,8877,654,0.0605,0.9395,81,96,88,80,4.8113,101
6938,星云,星,云,Xing Yun,XY,13,诗词，华星云汉丽寒芒。,393,1185,8563,777,0.4203,0.5797,81,94,83,74,5.2644,100
6160,笑宇,笑,宇,Xiao Yu,XY,16,诗词，喜笑见眉宇。,339,1179,9558,929,0.4628,0.5372,83,96,89,78,4.5521,101
5394,一菲,一,菲,Yi Fei,YF,12,诗词，一片芳菲桃李。,358,1175,10856,784,0.0804,0.9196,81,96,90,78,4.5727,101
7279,一君,一,君,Yi Jun,YJ,8,诗词，一年好景君须记。,336,1172,8157,712,0.3821,0.6179,83,96,89,76,5.1229,101
6338,子琳,子,琳,Zi Lin,ZL,15,诗词，子玉琳森。,376,1159,9303,800,0.1742,0.8258,82,96,89,79,4.8368,101
7300,雨寒,雨,寒,Yu Han,YH,20,诗词，北风秋雨寒。,419,1154,7866,449,0.1933,0.8067,81,96,88,79,4.4627,101
5624,紫怡,紫,怡,Zi Yi,ZY,20,诗词，紫翠怡心目。,415,1152,10425,892,0.0226,0.9774,83,96,88,79,4.6633,101
7450,婉如,婉,如,Wan Ru,WR,17,诗词，婉如清扬。,330,1151,8004,490,0.0067,0.9933,79,96,84,77,4.6512,101
6440,文茜,文,茜,Wen Qian,WQ,13,诗词，秦文茜藻舒桃李。,356,1150,9171,727,0.0167,0.9833,81,96,88,79,4.964,101
5093,虹宇,虹,宇,Hong Yu,HY,15,诗词，摅虹宫栋宇。,332,1148,11362,2513,0.4025,0.5975,83,96,88,78,4.775,101
6780,宇晴,宇,晴,Yu Qing,YQ,18,诗词，晶晶天宇晴。,353,1146,8745,600,0.1207,0.8793,81,96,89,79,4.5246,101
6748,梦晨,梦,晨,Meng Chen,MC,22,诗词，梦长犹是恋晨昏。,382,1142,8783,709,0.1079,0.8921,80,96,86,78,4.942,101
6823,怡欣,怡,欣,Yi Xin,YX,16,诗词，素心欣以怡。,375,1142,8709,555,0.1301,0.8699,84,96,89,79,4.5209,2
7451,丝雨,丝,雨,Si Yu,SY,13,诗词，丝雨带风斜。,400,1142,7964,508,0.0431,0.9569,79,94,84,77,3.5214,101
6087,思梦,思,梦,Si Meng,SM,20,诗词，夜思梦还家。,423,1137,9657,776,0.0809,0.9191,78,95,84,75,4.9111,101
5605,一婷,一,婷,Yi Ting,YT,13,诗词，一春风雨娉婷。,351,1132,10469,2315,0.0067,0.9933,82,96,90,79,4.5693,101
8553,梦欣,梦,欣,Meng Xin,MX,19,诗词，梦里亦欣然。,387,1131,7049,488,0.0605,0.9395,83,96,88,79,4.9249,101
5866,舒雅,舒,雅,Shu Ya,SY,24,诗词，客呼舒雅。,355,1126,9994,1332,0.0156,0.9844,80,96,86,78,4.7913,101
5589,欣仪,欣,仪,Xin Yi,XY,13,诗词，欣瞻云汉仪。,397,1122,10505,1021,0.0849,0.9151,84,96,89,79,4.4665,101
5768,舒文,舒,文,Shu Wen,SW,16,诗词，篇章卷舒文锦绣。,316,1122,10158,1073,0.4028,0.5972,82,96,88,78,5.1766,101
6135,雅丹,雅,丹,Ya Dan,YD,16,诗词，雅兴寄丹青。,358,1119,9583,724,0.0045,0.9955,80,96,86,78,4.645,101
6602,紫君,紫,君,Zi Jun,ZJ,19,诗词，紫气隐元君。,356,1112,8973,491,0.1014,0.8986,83,96,89,80,4.6368,101
3983,语涵,语,涵,Yu Han,YH,20,诗词，出语涵芳鲜。,420,1111,14247,1392,0.0268,0.9732,81,96,88,79,4.3705,101
4333,雅涵,雅,涵,Ya Han,YH,23,诗词，雅量涵容沧海波。,375,1108,13189,1931,0.0229,0.9771,81,96,87,79,5.093,101
8259,俊雅,俊,雅,Jun Ya,JY,21,诗词，芳姿俊雅。,357,1106,7272,723,0.1093,0.8907,81,96,88,80,4.8889,100
9273,云菲,云,菲,Yun Fei,YF,15,诗词，云雨芳菲月。,373,1106,6524,316,0.0663,0.9337,81,96,88,79,5.0989,11
7317,佳辰,佳,辰,Jia Chen,JC,15,诗词，相与乐佳辰。,357,1102,8134,442,0.4148,0.5852,81,96,89,80,4.8305,101
4153,艺菲,艺,菲,Yi Fei,YF,15,诗词，行缘艺圃袭芳菲。,359,1101,13746,1307,0.0213,0.9787,82,96,89,79,4.5097,10
4957,诗颖,诗,颖,Shi Ying,SY,21,诗词，诗成脱颖或有神。,332,1096,11636,1023,0.0676,0.9324,83,96,88,79,5.0045,11
3650,楚涵,楚,涵,Chu Han,CH,24,诗词，楚江涵远润。,364,1090,15504,2166,0.1759,0.8241,80,96,85,78,4.8893,11
5682,心妍,心,妍,Xin Yan,XY,11,诗词，一花应心妍。,391,1090,10312,1046,0.0053,0.9947,83,96,88,79,4.5429,101
4722,若彤,若,彤,Ruo Tong,RT,15,诗词，绚若彤霞鲜。,391,1086,12157,1832,0.1053,0.8947,80,96,85,78,4.6765,100
9841,佳雪,佳,雪,Jia Xue,JX,19,诗词，惊人佳句胜春雪。,404,1085,6210,390,0.0543,0.9457,81,96,87,78,4.9354,101
3857,艺涵,艺,涵,Yi Han,YH,15,诗词，六艺厚涵养。,380,1083,14669,2413,0.1041,0.8959,82,96,89,79,4.6789,10
5245,佳璇,佳,璇,Jia Xuan,JX,23,诗词，佳晕日初璇。,349,1082,11122,2351,0.0261,0.9739,81,96,89,79,4.6864,101
4821,雨嘉,雨,嘉,Yu Jia,YJ,22,诗词，春雨嘉我谷。,407,1078,11916,803,0.233,0.767,81,96,88,79,4.8306,101
8077,如雪,如,雪,Ru Xue,RX,17,诗词，树树花如雪。,429,1076,6931,866,0.1443,0.8557,79,90,79,73,4.2907,100
6106,斯琪,斯,琪,Si Qi,SQ,24,诗词，斯时琪花散空碧。,360,1073,9587,671,0.2461,0.7539,81,96,86,77,4.9894,10
4910,梦思,梦,思,Meng Si,MS,20,诗词，梦回芳草思依依。,375,1062,11703,974,0.0319,0.9681,78,95,84,76,4.5024,101
8081,宇菲,宇,菲,Yu Fei,YF,17,诗词，一声杜宇芳菲晚。,337,1062,7431,543,0.0897,0.9103,82,96,90,79,4.6302,10
6833,俊颖,俊,颖,Jun Ying,JY,22,诗词，况尔俊颖姿。,287,1060,8698,866,0.1531,0.8469,84,96,89,79,4.7989,100
8449,一琳,一,琳,Yi Lin,YL,13,诗词，一语一琳琅。,343,1056,7124,735,0.1283,0.8717,82,96,90,77,4.6795,101
13262,凌雪,凌,雪,Ling Xue,LX,21,诗词，江南梅花凌雪霜。,443,1053,4739,253,0.0755,0.9245,80,95,82,76,4.1353,100
8472,若晨,若,晨,Ruo Chen,RC,19,诗词，朗若晨星疏。,345,1051,7108,597,0.3126,0.6874,80,96,85,78,4.8064,101
6357,紫璇,紫,璇,Zi Xuan,ZX,27,诗词，南极星明傍紫璇。,379,1044,9277,1729,0.0145,0.9855,80,96,87,79,4.2881,101
10380,佳月,佳,月,Jia Yue,JY,12,诗词，恰如佳月即中秋。,360,1044,5925,460,0.0731,0.9269,81,96,89,78,4.8358,101
7087,天笑,天,笑,Tian Xiao,TX,14,诗词，踏地长歌仰天笑。,354,1043,8225,2017,0.373,0.627,77,93,82,74,4.0571,100
7071,雨霖,雨,霖,Yu Lin,YL,24,诗词，小雨遂成霖。,343,1035,8363,1069,0.4257,0.5743,82,96,88,79,4.9101,101
7017,欣瑶,欣,瑶,Xin Yao,XY,22,诗词，梅天欣下琼瑶。,374,1034,8463,1020,0.0369,0.9631,82,96,88,80,4.6972,11
7525,子婷,子,婷,Zi Ting,ZT,15,诗词，凌波仙子立娉婷。,344,1033,7926,594,0.0096,0.9904,82,96,89,79,4.8073,11
8776,天怡,天,怡,Tian Yi,TY,12,诗词，人情天气两融怡。,322,1033,6881,490,0.2066,0.7934,83,96,89,79,4.8829,101
11183,梦寒,梦,寒,Meng Han,MH,23,诗词，留得松声入梦寒。,429,1032,5534,408,0.0738,0.9262,80,96,85,77,4.5972,101
11271,悦欣,悦,欣,Yue Xin,YX,18,诗词，人心允和神悦欣。,362,1029,5502,333,0.1902,0.8098,83,96,88,79,4.7936,101
9171,颖君,颖,君,Ying Jun,YJ,20,诗词，颖脱似君那。,297,1027,6632,392,0.0935,0.9065,83,96,89,78,4.876,101
7274,昕彤,昕,彤,Xin Tong,XT,15,诗词，黄麻昕夕下彤廷。,330,1024,8186,552,0.0952,0.9048,80,96,87,79,4.3885,10
9084,雨柔,雨,柔,Yu Rou,YR,17,诗词，细雨晓风柔。,361,1021,6667,342,0.0141,0.9859,79,96,86,79,4.5075,101
9849,瑞洁,瑞,洁,Rui Jie,RJ,22,诗词，瑞彩祥光冰玉洁。,354,1020,6213,421,0.0625,0.9375,82,96,88,80,4.9428,101
5098,馨仪,馨,仪,Xin Yi,XY,25,诗词，梅馨竹节仰型仪。,383,1018,11367,1261,0.0096,0.9904,83,96,88,79,4.284,10
6286,艺丹,艺,丹,Yi Dan,YD,8,诗词，游艺为丹青。,320,1017,9389,1083,0.0221,0.9779,81,96,87,79,4.8956,11
6885,雨璇,雨,璇,Yu Xuan,YX,23,诗词，雨天云叶晦璇题。,336,1016,8640,987,0.0228,0.9772,81,96,89,80,4.2701,101
6195,佳凝,佳,凝,Jia Ning,JN,24,诗词，十分佳句凝清听。,368,1011,9513,1606,0.031,0.969,80,96,87,79,4.4968,101
7037,奕君,奕,君,Yi Jun,YJ,16,诗词，奕奕君子。,333,1006,8441,1328,0.2939,0.7061,84,96,89,80,4.7318,101
5631,馨瑶,馨,瑶,Xin Yao,XY,34,诗词，宁馨谁说是瑶林。,350,1004,10415,1583,0.004,0.996,81,96,87,79,4.5532,11
8907,芸菲,芸,菲,Yun Fei,YF,18,诗词，灵源芸荔新芳菲。,353,1003,6801,721,0.0044,0.9956,81,96,86,79,4.1863,10
6803,若萱,若,萱,Ruo Xuan,RX,20,诗词，君若有愁佩萱草。,394,1001,8724,727,0.0481,0.9519,81,96,85,78,4.8686,100
8415,姝婷,姝,婷,Shu Ting,ST,21,诗词，美姝舞娉婷。,317,999,7159,782,0.0,1.0,82,96,86,79,4.5445,11
9541,潇雨,潇,雨,Xiao Yu,XY,22,诗词，潇潇雨敲凤尾竹。,334,998,6384,557,0.2503,0.7497,81,96,87,78,4.1147,101
10582,若雨,若,雨,Ruo Yu,RY,16,诗词，君恩若雨露。,368,996,5822,409,0.3435,0.6565,81,96,85,74,5.2501,101
9370,若雪,若,雪,Ruo Xue,RX,19,诗词，月华若夜雪。,379,993,6469,317,0.059,0.941,80,91,80,72,4.7226,101
8963,嘉晨,嘉,晨,Jia Chen,JC,25,诗词，嘉晨令节共陶陶。,323,992,6766,640,0.4641,0.5359,81,96,88,78,4.9418,101
7754,梓欣,梓,欣,Zi Xin,ZX,19,诗词，梓里欣情话。,356,990,7712,559,0.3634,0.6366,83,96,89,80,4.7176,11
7454,依晨,依,晨,Yi Chen,YC,19,诗词，相依晨夕间。,375,988,8001,1628,0.1741,0.8259,80,96,88,80,4.5452,101
8735,紫琪,紫,琪,Zi Qi,ZQ,24,诗词，紫凤琪园自栖宿。,350,985,6915,562,0.0919,0.9081,82,96,89,79,4.6319,10
9317,舒怡,舒,怡,Shu Yi,SY,20,诗词，卷舒怡悦隐者心。,310,983,6534,459,0.0223,0.9777,83,96,88,78,4.7829,101
4220,韵涵,韵,涵,Yun Han,YH,24,诗词，韵涵秋水。,364,980,13535,2712,0.0421,0.9579,81,96,87,79,4.7901,101
9417,怡佳,怡,佳,Yi Jia,YJ,16,诗词，怡情取次成佳什。,341,980,6466,414,0.1118,0.8882,82,96,89,79,4.715,11
6275,若溪,若,溪,Ruo Xi,RX,21,诗词，芳洲杜若溪。,357,974,9399,1158,0.279,0.721,78,96,85,78,4.2736,101
8798,嘉瑶,嘉,瑶,Jia Yao,JY,28,诗词，嘉篇频为寄琼瑶。,338,974,6875,442,0.089,0.911,82,96,89,79,4.7741,101
8998,雨潇,雨,潇,Yu Xiao,YX,22,诗词，夜船吹笛雨潇潇。,317,971,6743,469,0.1245,0.8755,79,96,87,78,4.4827,101
7912,傲雪,傲,雪,Ao Xue,AX,23,成语，傲雪凌霜。,360,969,7571,653,0.0525,0.9475,78,86,74,70,3.1932,101
10132,卓琳,卓,琳,Zhuo Lin,ZL,20,诗词，诸子卓琳琅。,303,968,6052,431,0.095,0.905,81,96,85,78,5.0508,100
10445,琪琳,琪,琳,Qi Lin,QL,24,诗词，琪枝琳草殊翩翩。,312,966,5876,393,0.064,0.936,82,96,86,77,5.1102,101
3476,艺馨,艺,馨,Yi Xin,YX,24,成语，德艺双馨。,352,965,16150,7165,0.0445,0.9555,83,96,89,79,4.3366,1
7617,雨嫣,雨,嫣,Yu Yan,YY,22,诗词，宜风宜雨自嫣然。,366,955,7813,651,0.0056,0.9944,81,96,88,80,3.9887,101
10953,宇君,宇,君,Yu Jun,YJ,13,诗词，湛然天宇印心君。,294,955,5650,360,0.4108,0.5892,84,96,90,78,4.665,101
6127,梓桐,梓,桐,Zi Tong,ZT,21,诗词，梓桐花幕碧云浮。,374,950,9600,982,0.4423,0.5577,80,96,86,78,4.7696,100
10867,羽菲,羽,菲,Yu Fei,YF,17,诗词，乘风振羽芳菲菲。,367,949,5704,359,0.0294,0.9706,81,96,88,79,4.4273,10
8902,紫晴,紫,晴,Zi Qing,ZQ,24,诗词，紫微晴雪带恩光。,362,946,6802,434,0.0217,0.9783,80,96,86,79,4.5442,101
6240,子函,子,函,Zi Han,ZH,11,诗词，老子出函关。,368,945,9435,729,0.3829,0.6171,79,96,88,79,4.2846,100
8380,若熙,若,熙,Ruo Xi,RX,22,诗词，畅若春阳熙。,372,939,7187,623,0.4988,0.5012,80,96,86,78,4.8657,11
9063,一萌,一,萌,Yi Meng,YM,12,诗词，谁言一萌动。,301,938,6702,490,0.2419,0.7581,79,96,87,77,4.9355,101
6509,墨涵,墨,涵,Mo Han,MH,26,诗词，横胸墨气自涵濡。,344,936,9087,847,0.2656,0.7344,79,96,83,77,4.0612,11
9835,若琪,若,琪,Ruo Qi,RQ,20,诗词，若看琪树即须秋。,320,936,6223,648,0.1672,0.8328,82,96,86,78,5.099,11
10184,欣蕾,欣,蕾,Xin Lei,XL,24,诗词，欣欣蓓蕾令余乐。,331,936,6028,390,0.0262,0.9738,81,96,86,77,4.7405,10
9373,湘婷,湘,婷,Xiang Ting,XT,24,诗词，拟将湘管写娉婷。,313,934,6499,337,0.003,0.997,82,96,86,79,4.785,10
11830,雨心,雨,心,Yu Xin,YX,12,诗词，天涯风雨心。,376,934,5270,254,0.1559,0.8441,80,95,88,79,4.2435,101
11530,紫菱,紫,菱,Zi Ling,ZL,23,诗词，紫菱如锦彩鸳翔。,403,933,5400,397,0.0137,0.9863,78,96,85,79,3.7417,100
8880,雨菡,雨,菡,Yu Han,YH,19,诗词，飞雨来初菡萏秋。,348,931,6812,452,0.0079,0.9921,81,96,89,79,4.2067,11
7976,妍君,妍,君,Yan Jun,YJ,14,诗词，检点春妍寄与君。,282,930,7521,957,0.0046,0.9954,83,96,89,78,4.7228,101
7052,依诺,依,诺,Yi Nuo,YN,18,诗词，耳畔依稀曾相诺。,354,925,8370,952,0.0801,0.9199,76,96,84,78,4.164,10
8076,梦诗,梦,诗,Meng Shi,MS,19,诗词，梦回诗笔已如神。,308,924,7430,565,0.0444,0.9556,77,94,83,74,4.2327,101
8713,若菲,若,菲,Ruo Fei,RF,19,诗词，若耶溪畔多芬菲。,341,924,6929,702,0.0306,0.9694,81,96,85,76,4.9569,101
5697,思言,思,言,Si Yan,SY,16,诗词，思言君子。,311,923,10291,1677,0.4118,0.5882,80,96,87,78,5.1045,101
10801,梦薇,梦,薇,Meng Wei,MW,27,诗词，梦中行采薇。,319,919,5730,413,0.0011,0.9989,82,96,86,78,4.8696,101
9089,子馨,子,馨,Zi Xin,ZX,23,诗词，子孙宁馨。,340,916,6627,329,0.2118,0.7882,82,96,90,79,4.6369,101
5929,诗淇,诗,淇,Shi Qi,SQ,19,诗词，诗咏淇澳。,321,906,9900,932,0.2728,0.7272,80,96,86,78,4.7832,100
11204,晨雪,晨,雪,Chen Xue,CX,22,诗词，晨起雪霏霏。,321,905,5537,389,0.1036,0.8964,80,94,84,76,4.6121,101
13863,笑颜,笑,颜,Xiao Yan,XY,25,成语，喜笑颜开。,341,904,4544,457,0.0784,0.9216,79,96,85,78,3.5019,101
13356,若辰,若,辰,Ruo Chen,RC,15,诗词，旷若辰与参。,321,903,4710,336,0.4364,0.5636,80,95,83,76,4.7309,101
11891,雨帆,雨,帆,Yu Fan,YF,14,诗词，暮雨帆樯江上舟。,319,902,5248,367,0.3431,0.6569,79,96,88,79,4.8296,101
6314,雅淇,雅,淇,Ya Qi,YQ,23,诗词，雅志在淇园。,333,900,9335,1361,0.0325,0.9675,80,96,87,79,4.5109,11
11307,睿思,睿,思,Rui Si,RS,23,诗词，睿思起芳年。,329,899,5486,360,0.1582,0.8418,78,96,83,77,4.4465,101
12318,若然,若,然,Ruo Ran,RR,20,诗词，习惯若自然。,348,888,5076,430,0.3424,0.6576,79,95,83,74,4.9768,100
11333,梦璇,梦,璇,Meng Xuan,MX,26,诗词，梦遍璇宫。,310,887,5482,397,0.0077,0.9923,80,96,86,78,4.6839,11
7369,思仪,思,仪,Si Yi,SY,14,诗词，种竹思仪凤。,324,885,8079,1126,0.1305,0.8695,83,96,89,79,4.9171,101
11911,雨童,雨,童,Yu Tong,YT,20,诗词，南村烟雨牧童还。,328,879,5239,334,0.2846,0.7154,80,96,87,78,4.4971,101
11897,潇然,潇,然,Xiao Ran,XR,26,诗词，潇然脱尘羁。,300,877,5249,445,0.2495,0.7505,79,96,86,78,4.4795,101
7685,韵诗,韵,诗,Yun Shi,YS,21,诗词，锦绣联篇百韵诗。,313,873,7762,1717,0.0434,0.9566,77,96,82,76,3.8553,101
7105,若兮,若,兮,Ruo Xi,RX,12,诗词，采杜若兮芳洲。,364,872,8376,1055,0.0533,0.9467,77,96,85,77,3.7119,101
11731,傲然,傲,然,Ao Ran,AR,24,成语，傲然屹立。,292,871,5307,495,0.3149,0.6851,77,92,80,75,3.6396,100
13218,天颖,天,颖,Tian Ying,TY,17,成语，天资聪颖。,280,869,4747,245,0.2102,0.7898,83,96,89,78,4.7444,101
11005,雨梦,雨,梦,Yu Meng,YM,19,诗词，五更风雨梦如飞。,342,867,5617,318,0.055,0.945,79,95,84,74,4.969,101
9127,羽涵,羽,涵,Yu Han,YH,17,诗词，劲羽碧波涵。,348,865,6660,453,0.1394,0.8606,81,96,89,79,4.5046,101
11300,若尘,若,尘,Ruo Chen,RC,14,诗词，人生若尘露。,318,865,5495,379,0.4864,0.5136,75,93,81,75,3.4872,100
10060,子倩,子,倩,Zi Qian,ZQ,13,诗词，有子今如曼倩贤。,306,862,6095,491,0.0261,0.9739,81,96,89,77,5.0693,101
7818,若菡,若,菡,Ruo Han,RH,19,诗词，戴石若菡萏。,337,859,7664,828,0.0099,0.9901,80,96,86,79,4.1641,101
13109,紫月,紫,月,Zi Yue,ZY,16,诗词，瑶堂紫月闲。,340,856,4774,283,0.0417,0.9583,80,95,86,76,5.0829,101
9810,雨含,雨,含,Yu Han,YH,15,诗词，小雨含烟凝不流。,327,855,6232,498,0.0422,0.9578,80,96,87,77,4.2555,101
16548,逸君,逸,君,Yi Jun,YJ,18,诗词，俊逸知君笔有神。,256,850,3886,244,0.3234,0.6766,84,96,90,79,4.6792,101
12563,雨茜,雨,茜,Yu Qian,YQ,17,诗词，雨过花娇山色茜。,314,849,4989,298,0.0062,0.9938,82,96,88,80,4.8089,101
11895,雨诗,雨,诗,Yu Shi,YS,16,诗词，霏霏春雨却催诗。,303,842,5246,288,0.1225,0.8775,78,96,86,78,4.6499,101
5755,艺嘉,艺,嘉,Yi Jia,YJ,18,诗词，艺林歌咏成嘉事。,323,840,10185,1075,0.207,0.793,81,96,89,79,4.4867,101
6710,思淇,思,淇,Si Qi,SQ,20,诗词，相思淇水长。,312,838,8829,1455,0.2268,0.7732,80,96,88,79,4.7319,101
11000,云舒,云,舒,Yun Shu,YS,16,成语，云卷云舒。,305,838,5617,687,0.2797,0.7203,80,96,85,76,4.9228,101
10182,紫凝,紫,凝,Zi Ning,ZN,28,诗词，晚紫凝华天。,351,837,6035,745,0.0173,0.9827,79,96,84,78,4.3359,101
8446,悦然,悦,然,Yue Ran,YR,22,诗词，人悦自然天意得。,329,836,7127,787,0.3359,0.6641,79,96,84,77,4.8543,11
8520,嘉淇,嘉,淇,Jia Qi,JQ,25,诗词，嘉种分淇澳。,314,835,7081,463,0.3161,0.6839,81,96,89,79,4.6475,11
10109,欣睿,欣,睿,Xin Rui,XR,22,诗词，欣逢睿藻光韶律。,314,833,6065,750,0.3125,0.6875,81,96,88,79,4.8244,11
9979,诗晴,诗,晴,Shi Qing,SQ,20,诗词，诗如晴雪濯江汉。,294,832,6138,376,0.0637,0.9363,80,96,86,78,4.7911,101
13845,艺欣,艺,欣,Yi Xin,YX,12,诗词，树艺欣逢庆有年。,319,832,4566,402,0.1425,0.8575,84,96,89,79,4.5597,101
14361,莹雪,莹,雪,Ying Xue,YX,21,诗词，晶莹争似冰凝雪。,315,832,4400,303,0.0052,0.9948,80,95,85,78,3.8857,100
14041,雨楠,雨,楠,Yu Nan,YN,21,诗词，四山风雨鸣樟楠。,288,830,4507,352,0.1519,0.8481,81,96,88,78,5.0237,11
10679,雨杉,雨,杉,Yu Shan,YS,15,诗词，风生松桧雨生杉。,306,827,5780,311,0.1666,0.8334,78,96,86,78,4.5357,101
10793,若希,若,希,Ruo Xi,RX,15,诗词，造适常若希。,317,827,5731,455,0.251,0.749,80,96,86,77,4.9859,101
12316,颖琳,颖,琳,Ying Lin,YL,25,诗词，兰颖聚琳琅。,299,826,5084,269,0.0239,0.9761,82,96,87,79,4.7303,10
14488,欣玉,欣,玉,Xin Yu,XY,13,诗词，潜欣玉宇开。,318,822,4378,397,0.1073,0.8927,84,96,90,80,4.1032,100
8740,子茜,子,茜,Zi Qian,ZQ,12,诗词，白罗衫子茜纱裙。,310,821,6877,512,0.0301,0.9699,81,96,89,78,4.8336,101
12033,舒然,舒,然,Shu Ran,SR,24,诗词，卷舒画轴思悠然。,278,821,5192,774,0.2054,0.7946,79,96,85,77,4.9856,100
8503,紫彤,紫,彤,Zi Tong,ZT,19,诗词，紫禁彤墀月似银。,341,818,7093,638,0.056,0.944,80,96,88,79,4.5572,10
9881,欣语,欣,语,Xin Yu,XY,17,诗词，欣然共笑语。,339,815,6192,617,0.1385,0.8615,81,96,88,80,4.046,101
7707,语桐,语,桐,Yu Tong,YT,19,诗词，凤语梧桐鹤唳松。,336,811,7748,1426,0.0519,0.9481,80,96,87,79,3.9248,101
17026,嘉君,嘉,君,Jia Jun,JJ,21,诗词，嘉树同君岁岁春。,288,810,3788,226,0.2986,0.7014,84,96,90,79,4.0135,101
14754,思甜,思,甜,Si Tian,ST,20,成语，忆苦思甜。,298,808,4302,300,0.0304,0.9696,77,94,83,77,3.9268,101
16694,羽欣,羽,欣,Yu Xin,YX,14,诗词，商羽欣同调。,328,808,3855,229,0.188,0.812,83,96,89,78,4.5076,101
9748,诗妍,诗,妍,Shi Yan,SY,15,诗词，水墨自与诗争妍。,300,806,6268,407,0.0052,0.9948,83,96,87,79,5.0118,101
9773,雅心,雅,心,Ya Xin,YX,16,诗词，雅会吾心。,293,805,6250,703,0.031,0.969,79,96,87,77,4.7792,101
21937,傲霜,傲,霜,Ao Shuang,AS,29,成语，傲霜斗雪。,285,805,2970,141,0.0335,0.9665,75,88,78,76,2.2503,100
3159,馨予,馨,予,Xin Yu,XY,24,诗词，孰馨芳兮袭予。,283,804,17625,8366,0.0111,0.9889,79,96,86,78,3.3295,11
11501,梓君,梓,君,Zi Jun,ZJ,18,诗词，梓潼使君开一束。,278,802,5411,641,0.3454,0.6546,83,96,90,79,4.6892,101
20033,云佳,云,佳,Yun Jia,YJ,12,诗词，碧云佳句久传芳。,310,802,3236,138,0.3139,0.6861,81,96,88,76,4.9575,101
14630,晨怡,晨,怡,Chen Yi,CY,19,诗词，兹晨心志怡。,273,800,4337,252,0.078,0.922,83,96,88,79,4.9303,11
19328,云梦,云,梦,Yun Meng,YM,15,诗词，气蒸云梦泽。,333,795,3352,181,0.1406,0.8594,78,92,81,72,4.7392,101
11498,奕欣,奕,欣,Yi Xin,YX,17,诗词，奕叶欣沾雨露垂。,260,794,5414,605,0.3105,0.6895,84,96,90,80,4.4506,10
10512,卓颖,卓,颖,Zhuo Ying,ZY,21,诗词，卓颖淩天阊。,251,793,5859,866,0.0847,0.9153,82,96,84,76,5.0748,101
12275,怡轩,怡,轩,Yi Xuan,YX,15,诗词，奏我怡轩诗。,319,793,4976,339,0.484,0.516,82,96,89,78,4.733,101
8402,诗曼,诗,曼,Shi Man,SM,19,诗词，画诗曼妙待王维。,297,792,7107,1664,0.0195,0.9805,78,96,83,77,4.3734,101
8307,雨函,雨,函,Yu Han,YH,16,诗词，风雨度函关。,324,791,7236,1248,0.1112,0.8888,80,96,87,79,4.1063,11
16259,逸晨,逸,晨,Yi Chen,YC,22,诗词，逸气凌玉晨。,296,790,3935,240,0.4929,0.5071,81,96,88,80,4.5899,101
12102,语欣,语,欣,Yu Xin,YX,17,诗词，笑语欣欣意不迟。,334,787,5165,321,0.0379,0.9621,83,96,89,81,4.1348,101
