NCID,NameC,NameE,NameF,Pinyin,PYA,Strokes,Description,ICF2,IDF2,TF2,MAX2,Boy,Girl,ScoreC,ScoreMax,ScoreAvg,ScoreMin,ScoreStd,IsFree
30578,元熙,元,熙,Yuan Xi,YX,18,诗词，上元芳景自熙怡。,180,512,2154,179,0.7907,0.2093,80,96,86,76,5.4087,101
25642,星皓,星,皓,Xing Hao,XH,21,诗词，月星皓皓。,203,510,2558,594,0.9177,0.0823,80,95,83,76,4.5511,101
31307,泽禹,泽,禹,Ze Yu,ZY,17,诗词，馀泽千年谢禹功。,204,510,2102,199,0.9569,0.0431,80,96,87,78,4.4176,11
33819,若星,若,星,Ruo Xing,RX,17,诗词，超然若流星。,220,508,1945,207,0.6245,0.3755,80,91,82,72,4.5898,101
25057,梓言,梓,言,Zi Yan,ZY,18,诗词，相对惟多桑梓言。,216,506,2622,330,0.5775,0.4225,80,96,88,78,4.5786,101
30420,浩航,浩,航,Hao Hang,HH,20,诗词，浩浩长江一苇航。,198,503,2164,121,0.96,0.04,79,94,84,76,4.5713,100
33535,一骏,一,骏,Yi Jun,YJ,11,诗词，一骏乌云一骏雪。,173,503,1967,135,0.9466,0.0534,80,96,88,76,4.6931,101
28545,浩帆,浩,帆,Hao Fan,HF,16,诗词，浩荡帆船破浪行。,183,502,2302,398,0.8935,0.1065,78,96,85,77,4.6211,11
28529,星博,星,博,Xing Bo,XB,21,诗词，星偕博望槎。,213,499,2303,523,0.8841,0.1159,81,94,84,75,4.932,11
17094,皓元,皓,元,Hao Yuan,HY,16,诗词，神如皓月元来淡。,195,498,3774,692,0.9022,0.0978,81,96,86,78,4.9511,10
29666,欣星,欣,星,Xin Xing,XX,17,诗词，秋风得檄欣星驰。,195,496,2218,191,0.554,0.446,81,96,87,78,4.7467,101
35001,傲宇,傲,宇,Ao Yu,AY,18,诗词，引觞寄傲衡宇。,204,493,1881,123,0.5678,0.4322,81,93,82,75,4.0945,11
35895,浩翰,浩,翰,Hao Han,HH,26,诗词，浩荡展羽翰。,208,493,1828,158,0.9812,0.0188,80,96,85,78,4.6558,101
27593,诗泽,诗,泽,Shi Ze,SZ,16,诗词，诗书福泽长。,189,492,2382,242,0.8424,0.1576,80,95,86,76,4.8333,101
32169,跃然,跃,然,Yue Ran,YR,23,成语，跃然纸上。,211,484,2048,197,0.7769,0.2231,79,94,83,75,4.5402,100
42036,浩星,浩,星,Hao Xing,HX,19,诗词，浩气凌华星。,206,484,1556,106,0.9553,0.0447,80,94,85,77,4.5563,101
46898,元嘉,元,嘉,Yuan Jia,YJ,18,诗词，古风应似晋元嘉。,226,474,1389,241,0.5907,0.4093,80,96,86,76,4.6301,101
27905,星睿,星,睿,Xing Rui,XR,23,诗词，星使送还彰睿志。,189,463,2356,252,0.6743,0.3257,80,94,84,76,4.7205,11
39633,千钧,千,钧,Qian Jun,QJ,12,成语，千钧一发。,175,463,1654,130,0.8863,0.1137,79,95,82,75,4.4855,100
40139,思广,思,广,Si Guang,SG,12,成语，集思广益。,175,461,1632,157,0.9757,0.0243,78,92,83,76,4.3148,101
34067,熙元,熙,元,Xi Yuan,XY,18,诗词，熙熙自一元。,183,457,1931,189,0.893,0.107,81,96,88,78,4.9725,101
31031,瀚博,瀚,博,Han Bo,HB,31,诗词，拟清瀚海博侯封。,193,452,2120,226,0.9087,0.0913,80,96,83,77,4.3589,10
37834,萧宇,萧,宇,Xiao Yu,XY,17,诗词，萧萧郡宇宽。,198,450,1735,136,0.5694,0.4306,82,96,88,79,3.9348,101
37941,亦博,亦,博,Yi Bo,YB,18,诗词，卷帙亦浩博。,193,446,1730,142,0.8252,0.1748,81,96,88,78,4.7476,101
30120,思皓,思,皓,Si Hao,SH,21,诗词，思君如皓月。,182,444,2186,289,0.7985,0.2015,80,96,87,78,4.5847,101
23736,桐宇,桐,宇,Tong Yu,TY,16,诗词，庭前昨夜梧桐雨。,180,443,2759,479,0.778,0.222,81,96,85,77,4.4143,11
34811,灏宇,灏,宇,Hao Yu,HY,27,诗词，灏然天宇内。,212,440,1889,157,0.9117,0.0883,82,96,86,78,4.2637,11
38258,雨昂,雨,昂,Yu Ang,YA,16,诗词，好乘风雨昂头角。,191,440,1716,185,0.7616,0.2384,75,93,81,75,3.8865,100
43005,翰墨,翰,墨,Han Mo,HM,31,诗词，图书满室翰墨香。,217,439,1521,126,0.7992,0.2008,73,90,77,73,3.088,101
44601,元辰,元,辰,Yuan Chen,YC,11,诗词，元辰清晓雪仍深。,184,439,1464,137,0.7462,0.2538,80,96,86,77,5.1977,101
39956,博航,博,航,Bo Hang,BH,22,诗词，琴书喜博济宁航。,189,436,1640,156,0.9062,0.0938,79,94,83,76,4.5089,11
46546,心星,心,星,Xin Xing,XX,13,诗词，心与星斗争光辉。,215,434,1380,72,0.723,0.277,80,93,82,72,5.1591,100
29213,一墨,一,墨,Yi Mo,YM,16,诗词，一行翠墨一封书。,189,433,2251,279,0.5295,0.4705,74,93,83,76,4.2217,101
47936,豪宇,豪,宇,Hao Yu,HY,20,诗词，豪气阔天宇。,191,433,1355,95,0.9573,0.0427,82,96,87,77,4.4815,101
32701,若宸,若,宸,Ruo Chen,RC,18,诗词，粲若唐宸翰。,196,432,2016,163,0.5961,0.4039,79,94,83,75,4.2941,11
35757,政通,政,通,Zheng Tong,ZT,19,成语，政通人和。,169,429,1828,215,0.9947,0.0053,78,92,80,74,4.0015,101
37439,昊君,昊,君,Hao Jun,HJ,15,诗词，气摩苍昊君豪逸。,180,428,1753,94,0.6177,0.3823,83,96,88,78,4.9772,101
38290,含宇,含,宇,Han Yu,HY,13,诗词，寸心含宇宙。,173,426,1709,174,0.5214,0.4786,82,96,87,79,4.2915,101
47006,若翔,若,翔,Ruo Xiang,RX,20,诗词，若将飞而未翔。,190,419,1385,130,0.8124,0.1876,81,94,85,74,4.3027,101
52587,心元,心,元,Xin Yuan,XY,8,诗词，落落心元在。,197,418,1224,114,0.7737,0.2263,81,95,88,75,4.6574,101
43065,知雨,知,雨,Zhi Yu,ZY,16,诗词，谁知雨过是晴初。,185,415,1518,85,0.611,0.389,80,96,86,76,4.4535,101
42039,若洋,若,洋,Ruo Yang,RY,17,诗词，才如海若奔汪洋。,158,407,1556,117,0.5956,0.4044,81,93,85,75,4.4256,100
50839,欣元,欣,元,Xin Yuan,XY,12,诗词，所欣元夕近。,168,407,1276,102,0.6193,0.3807,82,96,89,79,4.2015,101
47335,元晨,元,晨,Yuan Chen,YC,15,诗词，元晨飞雪一天寒。,170,404,1375,109,0.6333,0.3667,80,94,85,74,4.7888,101
51518,云湘,云,湘,Yun Xiang,YX,16,诗词，楚云湘水各悠悠。,154,393,1257,69,0.5297,0.4703,78,95,85,74,4.6181,101
42998,若禹,若,禹,Ruo Yu,RY,17,诗词，智若禹行水。,157,391,1520,198,0.7434,0.2566,80,96,83,74,4.5884,100
50276,昊元,昊,元,Hao Yuan,HY,12,诗词，穹昊元无际。,156,385,1290,77,0.9403,0.0597,81,96,87,76,4.7686,101
52637,元宇,元,宇,Yuan Yu,YY,10,诗词，绮霞映元宇。,179,385,1229,76,0.8497,0.1503,83,96,89,78,4.5625,101
57966,心浩,心,浩,Xin Hao,XH,14,诗词，秋心浩无涯。,180,381,1099,92,0.9485,0.0515,81,95,87,75,4.8194,101
45743,知博,知,博,Zhi Bo,ZB,20,诗词，多知博物。,157,380,1427,126,0.8707,0.1293,80,96,84,77,4.3494,101
41976,博程,博,程,Bo Cheng,BC,24,诗词，博罗程远近。,157,377,1557,294,0.8876,0.1124,80,94,83,74,4.8453,11
36979,云翼,云,翼,Yun Yi,YY,21,诗词，直上青云生羽翼。,157,376,1762,262,0.7902,0.2098,78,95,85,77,4.519,101
47954,博雨,博,雨,Bo Yu,BY,20,诗词，博浪沙头风雨阑。,177,376,1356,175,0.7301,0.2699,81,95,86,77,4.7947,11
52662,知宇,知,宇,Zhi Yu,ZY,14,诗词，方知宇宙宽。,149,376,1229,83,0.8172,0.1828,82,96,88,79,4.3769,101
37224,昊远,昊,远,Hao Yuan,HY,15,诗词，谁言昊穹阔且远。,154,374,1762,388,0.9682,0.0318,80,96,86,77,4.6495,101
25575,淇文,淇,文,Qi Wen,QW,15,诗词，试看淇澳咏文章。,150,372,2565,342,0.6269,0.3731,81,96,85,78,4.1983,11
45609,昊星,昊,星,Hao Xing,HX,17,诗词，昊天星宿。,150,371,1431,131,0.9232,0.0768,80,93,83,75,4.556,11
61661,心辰,心,辰,Xin Chen,XC,11,诗词，赏心乐事更良辰。,197,367,1035,59,0.5485,0.4515,80,96,86,75,5.0175,101
51917,心洋,心,洋,Xin Yang,XY,13,诗词，仁心自洋溢。,177,366,1228,104,0.698,0.302,81,95,87,75,5.0151,100
47862,诗元,诗,元,Shi Yuan,SY,12,诗词，好把诗书问状元。,132,365,1358,166,0.771,0.229,81,96,89,75,4.5432,101
30513,钧元,钧,元,Jun Yuan,JY,13,诗词，大钧运元化。,146,364,2157,321,0.9412,0.0588,80,96,84,76,4.6337,100
49449,沐春,沐,春,Mu Chun,MC,16,成语，如沐春风。,161,364,1311,234,0.6383,0.3617,80,93,81,74,4.2913,101
58646,云韬,云,韬,Yun Tao,YT,18,诗词，云边韬曙霞。,147,359,1091,84,0.9074,0.0926,79,96,85,76,4.6932,101
62588,羽豪,羽,豪,Yu Hao,YH,20,诗词，羽扇纶巾一世豪。,172,357,1019,54,0.9162,0.0838,81,96,88,78,4.7867,101
60142,心豪,心,豪,Xin Hao,XH,18,诗词，赤心报国是英豪。,176,356,1060,132,0.9471,0.0529,81,95,87,76,4.8118,101
45939,梓元,梓,元,Zi Yuan,ZY,15,诗词，楚国梓材元自有。,160,355,1420,103,0.8372,0.1628,81,96,89,78,4.5934,11
58801,云霖,云,霖,Yun Lin,YL,20,诗词，南浦飞云作霖雨。,144,355,1092,123,0.6757,0.3243,81,96,88,77,4.5032,101
49804,怡豪,怡,豪,Yi Hao,YH,22,诗词，怡园主人兴最豪。,153,353,1303,80,0.8759,0.1241,82,96,89,77,4.8129,100
55097,元翔,元,翔,Yuan Xiang,YX,16,诗词，金精元气参翱翔。,162,348,1173,90,0.9427,0.0573,81,96,87,77,4.7867,101
40869,羽宸,羽,宸,Yu Chen,YC,16,诗词，翠羽明珠入紫宸。,177,346,1603,292,0.5856,0.4144,79,96,87,78,4.3512,101
68729,云晨,云,晨,Yun Chen,YC,15,诗词，浩浩水云晨。,155,338,916,86,0.5054,0.4946,80,94,86,75,4.691,101
33399,知恩,知,恩,Zhi En,ZE,18,成语，知恩图报。,149,334,1973,600,0.9043,0.0957,76,92,79,72,4.3357,100
70420,知睿,知,睿,Zhi Rui,ZR,22,诗词，谁知睿泽宽。,187,332,892,84,0.6464,0.3536,79,96,83,76,4.4803,101
42916,舒元,舒,元,Shu Yuan,SY,16,诗词，岫云舒卷元无碍。,140,329,1524,187,0.5196,0.4804,81,96,87,77,4.8827,101
59215,云睿,云,睿,Yun Rui,YR,18,诗词，风云蓄睿谟。,148,329,1084,100,0.5776,0.4224,80,94,87,76,4.4166,11
52642,若航,若,航,Ruo Hang,RH,18,诗词，般若慈航咫尺间。,155,321,1229,91,0.6515,0.3485,79,88,80,71,4.1761,100
65379,云翰,云,翰,Yun Han,YH,20,诗词，池水如云翰墨香。,141,321,966,112,0.9011,0.0989,80,96,87,77,4.7361,101
66216,若豪,若,豪,Ruo Hao,RH,22,诗词，若值山东豪侠问。,160,317,957,70,0.9194,0.0806,81,93,84,76,4.3608,101
61805,怡星,怡,星,Yi Xing,YX,17,诗词，怡神至星斗。,142,314,1034,61,0.5071,0.4929,81,96,87,76,5.3317,10
67690,博星,博,星,Bo Xing,BX,21,诗词，槎浮博望使星回。,164,314,931,58,0.8958,0.1042,80,93,83,75,4.6226,11
63731,云淼,云,淼,Yun Miao,YM,16,诗词，倦云淼淼。,142,313,998,81,0.6851,0.3149,77,93,83,75,4.3346,101
63529,中翰,中,翰,Zhong Han,ZH,20,诗词，人中翰墨仙。,148,312,1001,198,0.9683,0.0317,79,94,83,76,4.5406,101
69232,云辰,云,辰,Yun Chen,YC,11,诗词，青云自北辰。,145,309,909,58,0.635,0.365,80,95,86,76,5.1807,101
72264,云卓,云,卓,Yun Zhuo,YZ,12,诗词，云山卓锡闲心外。,143,309,867,47,0.6278,0.3722,77,92,82,73,4.4115,101
59093,奥宇,奥,宇,Ao Yu,AY,18,诗词，旷者宜田奥宜宇。,169,308,1086,79,0.7355,0.2645,81,93,81,74,4.0916,10
64179,骁骏,骁,骏,Xiao Jun,XJ,19,诗词，万里骁腾识骏姿。,117,308,991,168,0.9773,0.0227,79,92,81,76,3.4214,11
63708,心淼,心,淼,Xin Miao,XM,16,诗词，乡心正淼茫。,151,305,996,72,0.6031,0.3969,77,93,83,74,4.6026,11
65424,奕星,奕,星,Yi Xing,YX,18,诗词，奕奕环星垣。,128,303,970,76,0.7559,0.2441,81,96,88,77,4.8129,101
60993,若翰,若,翰,Ruo Han,RH,24,诗词，流光若飞翰。,142,299,1046,155,0.8023,0.1977,80,95,84,76,4.6317,101
68535,逸骏,逸,骏,Yi Jun,YJ,21,诗词，雄姿逸态真神骏。,124,298,920,75,0.932,0.068,81,96,87,79,4.1673,101
73567,心博,心,博,Xin Bo,XB,16,诗词，贤达何心博令名。,155,297,840,94,0.7788,0.2212,81,95,86,73,4.8278,101
85023,豪君,豪,君,Hao Jun,HJ,21,诗词，豪气君未除。,142,297,718,48,0.771,0.229,82,95,85,75,4.8756,101
81043,睿星,睿,星,Rui Xing,RX,23,诗词，睿藻焕星钩。,132,294,760,47,0.7161,0.2839,80,92,83,74,4.4754,11
32311,元畅,元,畅,Yuan Chang,YC,12,诗词，元和畅万物。,141,293,2043,1275,0.7882,0.2118,77,94,82,74,4.7111,101
59555,云灏,云,灏,Yun Hao,YH,25,诗词，碧落云开灏气清。,134,292,1077,111,0.9034,0.0966,78,96,85,77,4.571,101
72877,星诚,星,诚,Xing Cheng,XC,17,诗词，太白之星诚易知。,159,291,859,111,0.9493,0.0507,80,94,83,75,4.5665,100
63846,心畅,心,畅,Xin Chang,XC,12,诗词，心喜神亦畅。,132,288,996,94,0.606,0.394,77,92,81,73,4.2401,101
77275,云烽,云,烽,Yun Feng,YF,15,诗词，候火云烽峻。,134,288,804,44,0.9449,0.0551,79,96,86,78,3.9755,101
74263,云童,云,童,Yun Tong,YT,16,诗词，云迷四野牧童归。,132,283,837,95,0.5279,0.4721,79,94,85,75,4.877,101
71954,云驰,云,驰,Yun Chi,YC,10,诗词，云气飘扬万马驰。,113,282,870,109,0.8288,0.1712,76,91,80,74,4.088,101
74383,梓星,梓,星,Zi Xing,ZX,20,诗词，梓里德星聚。,138,282,839,68,0.797,0.203,80,96,87,76,4.7616,10
88754,翔君,翔,君,Xiang Jun,XJ,19,诗词，乘风翔谒云中君。,122,282,684,70,0.5388,0.4612,82,94,85,75,4.5269,11
55712,博奥,博,奥,Bo Ao,BA,24,诗词，博奥穷寰宇。,157,280,1157,144,0.8659,0.1341,74,91,79,74,3.4373,101
84666,心翔,心,翔,Xin Xiang,XX,16,诗词，心随归雁海天翔。,152,280,718,66,0.8717,0.1283,81,95,85,74,4.8438,101
77943,云霆,云,霆,Yun Ting,YT,18,诗词，云霆千里沛神工。,117,277,799,82,0.8749,0.1251,77,95,84,77,4.1369,101
64217,卓元,卓,元,Zhuo Yuan,ZY,12,诗词，古道卓卓元城铁。,112,274,990,117,0.8112,0.1888,80,92,82,73,4.9555,101
68367,炜星,炜,星,Wei Xing,WX,17,诗词，炜烨化微星。,111,274,922,91,0.8481,0.1519,80,94,84,76,4.5559,100
74977,湘元,湘,元,Xiang Yuan,XY,16,诗词，湘元有兰芷。,108,274,831,63,0.7263,0.2737,81,95,86,76,4.4391,101
88468,若浩,若,浩,Ruo Hao,RH,18,诗词，若云鼎新工浩大。,144,272,686,84,0.9214,0.0786,81,93,85,76,3.8909,101
58314,翔元,翔,元,Xiang Yuan,XY,16,诗词，山翔远势元名凤。,125,269,1101,190,0.9192,0.0808,80,95,86,77,4.5356,101
90870,云麒,云,麒,Yun Qi,YQ,23,诗词，慈云亲抱麒麟送。,123,268,664,42,0.833,0.167,80,96,86,78,4.5065,101
66164,煜星,煜,星,Yu Xing,YX,22,诗词，煜煜晓星明向东。,109,264,958,89,0.8454,0.1546,80,96,87,76,4.8715,101
73664,博语,博,语,Bo Yu,BY,21,诗词，博山临别语。,121,260,848,74,0.5268,0.4732,80,96,85,76,4.4675,101
82280,元靖,元,靖,Yuan Jing,YJ,17,诗词，义城元靖贤相国。,123,259,746,64,0.5884,0.4116,79,94,83,75,4.7447,101
86540,心昊,心,昊,Xin Hao,XH,12,诗词，一片丹心向晴昊。,130,258,701,70,0.8896,0.1104,80,96,87,76,4.6662,101
33365,曦元,曦,元,Xi Yuan,XY,24,诗词，晴景初曦上元候。,108,256,1975,876,0.7132,0.2868,80,94,83,74,4.8627,11
71683,云赫,云,赫,Yun He,YH,18,诗词，风云赫奕龙飞天。,134,256,860,89,0.783,0.217,77,95,84,76,4.4639,101
83204,轩晨,轩,晨,Xuan Chen,XC,18,诗词，轩牍晨看日月生。,132,256,735,79,0.6802,0.3198,79,94,82,74,4.796,101
89894,羽星,羽,星,Yu Xing,YX,15,诗词，羽檄如流星。,151,254,672,42,0.6143,0.3857,80,95,85,77,5.0666,101
65318,宇墨,宇,墨,Yu Mo,YM,21,诗词，宇字香生翰墨筵。,131,252,971,273,0.5592,0.4408,75,95,83,76,4.4287,11
59195,轩语,轩,语,Xuan Yu,XY,16,诗词，东轩语长夏。,137,249,1084,263,0.5017,0.4983,79,94,82,75,4.3889,101
75215,知洋,知,洋,Zhi Yang,ZY,17,诗词，不知门外雪洋洋。,110,247,828,93,0.8156,0.1844,80,93,83,73,4.8471,10
78697,皓星,皓,星,Hao Xing,HX,21,诗词，皓月华星傍九霄。,113,247,787,81,0.8756,0.1244,80,92,82,74,4.4322,11
93547,元洋,元,洋,Yuan Yang,YY,13,诗词，元气汪洋地脉长。,117,244,643,48,0.8483,0.1517,81,94,85,74,4.755,100
94066,心航,心,航,Xin Hang,XH,14,诗词，赤心许国一苇航。,125,244,639,41,0.7457,0.2543,79,93,84,75,4.6131,101
100439,元航,元,航,Yuan Hang,YH,14,诗词，元真海里舟航。,131,243,591,73,0.8765,0.1235,79,94,84,75,4.6663,101
96615,翰晨,翰,晨,Han Chen,HC,27,诗词，翰音善司晨。,130,242,619,80,0.8164,0.1836,79,95,83,76,4.6348,101
82151,卓星,卓,星,Zhuo Xing,ZX,17,诗词，卓锡何年驻景星。,107,240,748,86,0.7664,0.2336,79,90,81,73,4.1115,101
73907,卓骏,卓,骏,Zhuo Jun,ZJ,18,诗词，卓尔千金骏。,108,233,846,196,0.9267,0.0733,79,93,82,74,4.6714,101
93598,云硕,云,硕,Yun Shuo,YS,15,诗词，云林馀硕果。,113,230,643,90,0.7402,0.2598,77,92,81,73,4.2907,11
108016,心轩,心,轩,Xin Xuan,XX,11,诗词，此心轩豁出云月。,161,230,518,19,0.7041,0.2959,81,94,84,73,5.6681,100
96391,元卓,元,卓,Yuan Zhuo,YZ,12,诗词，元老勋名自卓然。,94,229,617,95,0.7403,0.2597,77,89,80,71,4.4678,11
90391,元霖,元,霖,Yuan Lin,YL,20,诗词，几调元气作商霖。,105,227,669,70,0.7788,0.2212,81,95,86,76,4.9422,11
95414,云骏,云,骏,Yun Jun,YJ,14,诗词，一骏乌云一骏雪。,97,227,628,95,0.9351,0.0649,80,94,85,75,4.4088,101
99760,亦星,亦,星,Yi Xing,YX,15,诗词，亦与恒星拱北辰。,122,227,595,31,0.7778,0.2222,80,96,87,75,4.6895,101
101665,悦星,悦,星,Yue Xing,YX,19,诗词，夜行游兮悦明星。,113,227,582,35,0.6177,0.3823,80,91,83,74,4.4774,10
94557,怡浩,怡,浩,Yi Hao,YH,18,诗词，怡观虽浩浩。,106,225,635,61,0.8788,0.1212,82,96,89,77,4.4181,101
93072,心驰,心,驰,Xin Chi,XC,10,诗词，心驰明月关。,101,224,647,63,0.7717,0.2283,76,91,80,74,4.0522,100
89452,奕骏,奕,骏,Yi Jun,YJ,19,诗词，奕世名王策骏功。,101,222,677,95,0.9227,0.0773,81,96,87,79,4.1455,10
96512,云然,云,然,Yun Ran,YR,16,诗词，后生可畏古云然。,118,222,618,58,0.5392,0.4608,79,92,85,73,4.321,101
97193,羽皓,羽,皓,Yu Hao,YH,18,诗词，丰羽存商皓。,124,219,615,42,0.7584,0.2416,80,96,87,78,4.1935,11
96062,瀚晨,瀚,晨,Han Chen,HC,30,诗词，风高瀚海晨。,102,215,623,144,0.6688,0.3312,79,93,81,73,4.5846,11
101192,辰元,辰,元,Chen Yuan,CY,11,诗词，好景良辰近上元。,114,214,586,123,0.8426,0.1574,81,95,84,74,5.1631,101
120146,若棋,若,棋,Ruo Qi,RQ,20,诗词，方正若布棋。,123,212,475,51,0.5939,0.4061,80,95,84,77,4.1806,100
99209,翰元,翰,元,Han Yuan,HY,20,诗词，挥翰通元气。,111,211,600,95,0.9552,0.0448,80,95,83,75,4.443,101
101579,亦骏,亦,骏,Yi Jun,YJ,16,诗词，亦既骏奔。,88,211,583,94,0.931,0.069,80,96,87,78,4.3414,101
79667,谨言,谨,言,Jin Yan,JY,20,成语，谨言慎行。,106,210,775,130,0.5567,0.4433,79,90,80,73,3.4153,100
92747,云畅,云,畅,Yun Chang,YC,12,诗词，德风云畅。,116,210,650,79,0.6877,0.3123,77,93,83,74,4.339,101
104875,睿元,睿,元,Rui Yuan,RY,18,诗词，睿心元自与天通。,99,210,561,58,0.7676,0.2324,81,94,86,74,4.608,10
104144,心皓,心,皓,Xin Hao,XH,16,诗词，但觉此心如皓月。,118,208,565,27,0.8373,0.1627,80,94,85,76,4.6283,101
61881,佳谦,佳,谦,Jia Qian,JQ,20,诗词，鼎来佳句仰谦亨。,103,207,1032,306,0.6832,0.3168,80,95,86,76,4.6305,10
104532,羽昊,羽,昊,Yu Hao,YH,14,诗词，刷羽高骞羡青昊。,105,207,563,45,0.831,0.169,80,96,87,78,4.5436,10
175406,遥知,遥,知,Yao Zhi,YZ,21,诗词，遥知兄弟登高处。,176,207,293,37,0.5076,0.4924,73,85,76,74,2.3656,101
104453,羽翀,羽,翀,Yu Chong,YC,16,诗词，雕笼细羽翀霄气。,93,205,563,55,0.585,0.415,74,87,78,72,3.1912,100
107530,知然,知,然,Zhi Ran,ZR,20,诗词，今乃知其然。,104,204,542,39,0.6099,0.3901,78,91,80,72,4.8513,100
74583,知霖,知,霖,Zhi Lin,ZL,24,诗词，定知霖雨苍生早。,97,203,837,180,0.7357,0.2643,80,94,83,76,4.7647,100
71057,淳元,淳,元,Chun Yuan,CY,15,诗词，安能超悟还淳元。,89,202,883,233,0.8916,0.1084,79,92,81,74,4.0215,101
104712,紫元,紫,元,Zi Yuan,ZY,16,诗词，紫气隐元君。,108,202,562,37,0.5236,0.4764,81,94,87,75,4.9535,100
101592,知一,知,一,Zhi Yi,ZY,9,诗词，一念了知一切法。,93,201,583,105,0.7404,0.2596,79,92,84,75,3.9355,101
114914,驰骏,驰,骏,Chi Jun,CJ,16,诗词，朔风驰骏马。,85,201,501,42,0.9757,0.0243,77,85,75,71,3.2011,101
70576,骐骏,骐,骏,Qi Jun,QJ,21,诗词，子策骐骏。,96,199,890,90,0.9602,0.0398,78,89,80,73,3.3054,100
79427,浩语,浩,语,Hao Yu,HY,19,诗词，客情浩荡逢乡语。,108,199,778,114,0.7343,0.2657,80,94,85,74,4.6846,101
116005,羽翰,羽,翰,Yu Han,YH,22,诗词，归鸿振羽翰。,106,199,496,33,0.7953,0.2047,80,96,86,77,3.8482,101
81551,知轩,知,轩,Zhi Xuan,ZX,15,诗词，宁知轩辕后。,105,198,753,182,0.8199,0.1801,80,95,85,75,5.0034,100
103410,云棋,云,棋,Yun Qi,YQ,16,诗词，又对风云百变棋。,103,196,570,57,0.7666,0.2334,80,95,85,74,5.3477,101
109626,知浩,知,浩,Zhi Hao,ZH,18,诗词，知君思浩然。,104,194,531,99,0.9724,0.0276,80,96,86,78,4.5442,101
136603,云峥,云,峥,Yun Zheng,YZ,13,诗词，太华千叠云峥嵘。,79,193,405,25,0.55,0.45,76,90,80,74,3.9449,101
142360,弘君,弘,君,Hong Jun,HJ,12,诗词，不思弘景即思君。,98,189,384,28,0.5576,0.4424,83,95,87,76,4.0263,101
131277,丞君,丞,君,Cheng Jun,CJ,13,诗词，繁华丞相太平君。,103,186,426,26,0.6196,0.3804,82,93,84,76,3.9163,101
106319,一知,一,知,Yi Zhi,YZ,9,诗词，一叶落知天下秋。,79,180,550,125,0.6343,0.3657,76,91,83,74,3.7968,101
112832,知昊,知,昊,Zhi Hao,ZH,16,诗词，宁知昊天道。,78,179,513,43,0.9391,0.0609,79,96,85,78,4.2099,101
113820,豪骏,豪,骏,Hao Jun,HJ,24,诗词，豪士骏马换蛾眉。,80,179,508,58,0.9898,0.0102,79,92,81,73,4.1989,11
142765,翰君,翰,君,Han Jun,HJ,23,诗词，翰苑声华独许君。,82,179,383,27,0.6862,0.3138,82,95,87,75,4.0072,101
150263,翔晨,翔,晨,Xiang Chen,XC,23,诗词，习习翔绛晨。,115,179,359,42,0.7038,0.2962,79,93,82,75,4.261,101
134895,云骁,云,骁,Yun Xiao,YX,13,诗词，云中骁骑苍茫日。,75,178,412,18,0.8035,0.1965,77,93,84,78,3.7961,11
126948,博知,博,知,Bo Zhi,BZ,20,诗词，博闻强识总周知。,81,177,444,37,0.7643,0.2357,76,91,80,74,3.8452,101
143704,程骏,程,骏,Cheng Jun,CJ,22,诗词，数程去路朱蹄骏。,86,173,380,26,0.9265,0.0735,80,95,83,75,4.4217,11
125434,越晨,越,晨,Yue Chen,YC,23,诗词，何许清越鸣晨钟。,83,172,450,94,0.5438,0.4562,79,94,82,73,4.5213,11
136095,羽程,羽,程,Yu Cheng,YC,18,诗词，试锦羽初程。,83,166,407,28,0.5938,0.4062,80,95,86,76,4.2353,101
201077,轩欣,轩,欣,Xuan Xin,XX,15,诗词，凭轩亦欣如。,134,166,244,17,0.5308,0.4692,82,93,81,74,5.1249,101
98376,胤君,胤,君,Yin Jun,YJ,16,诗词，支胤后世君。,76,164,606,121,0.5866,0.4134,81,92,82,74,4.2707,11
134722,雨骏,雨,骏,Yu Jun,YJ,18,诗词，桃花如雨八骏叫。,82,159,413,49,0.8368,0.1632,81,96,88,78,4.1952,11
232470,弘语,弘,语,Hong Yu,HY,14,诗词，间从弘正语旧事。,115,146,200,8,0.5483,0.4517,80,93,82,74,4.3821,11
162114,轶骏,轶,骏,Yi Jun,YJ,19,诗词，轶尘神骏旋蚁封。,60,145,325,36,0.9173,0.0827,80,95,85,78,3.6286,10
142115,翔骏,翔,骏,Xiang Jun,XJ,22,诗词，风翔与骏奔。,67,144,385,44,0.971,0.029,79,94,83,75,4.13,11
125903,淇奥,淇,奥,Qi Ao,QA,23,诗词，瞻彼淇奥。,86,143,448,56,0.607,0.393,73,85,74,70,3.0788,100
168518,亿欣,亿,欣,Yi Xin,YX,11,诗词，亿兆欣逢大有年。,76,143,309,23,0.5029,0.4971,83,94,86,76,4.1415,11
93088,舒骏,舒,骏,Shu Jun,SJ,22,诗词，舒徐八骏游。,67,142,650,372,0.761,0.239,80,95,85,75,4.405,100
136170,一奥,一,奥,Yi Ao,YA,13,诗词，一一登奥堂。,94,137,402,66,0.7755,0.2245,74,90,80,71,3.911,100
132672,知辰,知,辰,Zhi Chen,ZC,15,诗词，只知天上星辰近。,70,135,421,47,0.6993,0.3007,79,94,84,75,4.2314,100
139231,知翰,知,翰,Zhi Han,ZH,24,诗词，少小知名翰墨场。,67,132,395,65,0.9241,0.0759,79,94,83,74,4.6412,100
